OrderID,CustomerID,OrderDate,ShipDate,TotalAmount,PaymentMethod
897418,620932,2020-06-07,2024-07-01,933.27,PayPal
575282,277355,2023-01-03,2024-03-15,105.34,Credit Card
531814,189659,2021-11-15,2023-01-25,942.41,Wire Transfer
410789,551482,2023-03-14,2024-04-19,674.21,Credit Card
912303,886867,2024-02-28,2024-06-10,1623.88,Wire Transfer
616323,292197,2024-01-07,2024-02-05,1652.14,Credit Card
484354,833823,2023-08-15,2023-11-30,1738.11,Wire Transfer
107109,103996,2022-10-06,2023-07-10,1025.88,Credit Card
675992,576309,2022-06-30,2024-07-27,408.46,Credit Card
550886,422487,2024-04-20,2024-07-11,764.78,Wire Transfer
356789,886774,2022-01-24,2022-06-28,1515.95,Wire Transfer
755100,815204,2019-10-27,2022-07-19,550.2,PayPal
305521,608409,2020-11-27,2022-09-06,1262.21,Credit Card
762211,909229,2021-09-13,2023-05-26,1518.51,Credit Card
118448,184699,2024-06-14,2024-08-04,1336.95,Credit Card
999382,780905,2022-09-24,2023-04-06,1184.5,PayPal
930185,300809,2024-07-06,2024-08-12,178.17,Wire Transfer
379896,595803,2023-12-26,2024-02-19,1926.99,PayPal
391041,650361,2021-12-24,2022-06-18,326.71,PayPal
520517,278344,2022-09-21,2024-08-05,273.74,PayPal
686666,935183,2020-09-21,2021-02-12,1417.95,PayPal
701997,923908,2023-10-22,2024-01-15,1664.1,PayPal
331895,778133,2020-09-29,2024-04-25,700.46,Credit Card
818007,496294,2021-01-07,2022-02-16,1567.15,PayPal
247326,578691,2023-05-24,2024-02-15,1214.57,PayPal
612078,152839,2020-08-07,2021-12-20,185.84,Credit Card
507971,841947,2020-05-04,2021-06-17,1820.98,Wire Transfer
494081,906797,2023-11-22,2024-05-13,1994.97,PayPal
618924,630897,2022-06-19,2023-10-31,916.91,Wire Transfer
834115,160551,2020-06-23,2024-08-10,620.65,PayPal
595997,403822,2022-09-11,2023-07-07,984.66,Wire Transfer
589449,772523,2019-09-22,2024-08-18,1068.58,Credit Card
490015,840177,2020-04-16,2021-07-02,79.66,PayPal
195414,763185,2020-11-23,2023-01-15,1922.34,Wire Transfer
956271,660162,2021-10-29,2023-01-13,1975.98,Credit Card
959501,609107,2023-10-03,2023-11-27,325.02,Wire Transfer
831526,897906,2024-03-21,2024-05-08,1013.81,PayPal
940760,413173,2024-05-10,2024-07-30,1626.59,Wire Transfer
832457,593366,2020-03-28,2023-11-21,475.03,Credit Card
786525,468758,2024-01-20,2024-05-24,1684.5,PayPal
781419,775582,2022-09-04,2024-09-01,322.33,Credit Card
539379,928228,2021-11-08,2023-06-10,1818.32,Wire Transfer
498948,321305,2023-07-29,2023-10-27,1332.52,Credit Card
150834,304685,2020-07-20,2021-07-17,417.27,Credit Card
110652,917639,2022-05-06,2024-06-25,688.27,Wire Transfer
730469,683748,2021-02-13,2023-12-16,1559.56,PayPal
607709,367179,2020-04-17,2022-01-01,1004.38,Wire Transfer
412809,941167,2021-07-21,2023-11-07,1680.2,Wire Transfer
949186,953978,2020-12-27,2023-03-09,1002.57,Wire Transfer
379504,396029,2023-05-30,2023-10-10,1356.73,PayPal
798630,478348,2024-04-25,2024-06-17,1357.69,Wire Transfer
808316,597364,2022-02-20,2023-09-15,1755.59,PayPal
247008,143257,2020-09-21,2023-01-28,1693.59,Credit Card
948947,970216,2020-08-09,2022-04-28,66.96,Credit Card
368816,851874,2020-08-23,2022-11-02,1678.79,Credit Card
861164,902444,2020-02-03,2020-06-06,1288.33,PayPal
118723,229313,2021-12-20,2022-05-08,1850.65,PayPal
958092,515731,2020-04-12,2020-04-19,1738.71,Wire Transfer
613477,753950,2023-04-05,2024-02-27,282.03,Wire Transfer
155779,281517,2021-07-21,2024-06-30,829.44,Wire Transfer
318892,283434,2024-02-15,2024-03-13,521.85,Credit Card
115750,896884,2021-12-22,2022-07-14,375.88,PayPal
699598,848499,2024-05-06,2024-06-07,1078.39,Wire Transfer
788998,859979,2021-03-08,2024-06-27,1747.0,Credit Card
611122,435604,2022-02-08,2022-07-30,1864.8,Credit Card
841938,333582,2024-07-08,2024-07-26,675.25,Wire Transfer
711941,237404,2022-02-18,2023-10-02,1050.51,PayPal
810821,577345,2024-07-14,2024-08-14,831.35,Credit Card
352158,845313,2021-04-13,2023-11-17,1123.18,PayPal
326648,474034,2023-04-04,2024-02-15,1140.77,Credit Card
745639,291103,2021-09-24,2023-03-07,165.77,Wire Transfer
751844,573985,2023-02-02,2023-04-18,810.8,Wire Transfer
481656,937353,2021-02-11,2022-11-04,1738.95,Wire Transfer
751351,464104,2020-05-08,2023-12-24,587.9,Wire Transfer
368327,256090,2024-07-23,2024-09-10,958.33,PayPal
462423,688260,2022-06-30,2023-11-29,22.49,Wire Transfer
988039,948143,2021-01-05,2022-02-06,1679.22,Wire Transfer
328102,500090,2022-05-12,2024-01-12,1459.98,Wire Transfer
402851,762402,2022-06-16,2023-08-08,948.41,PayPal
862369,150052,2021-05-06,2022-11-25,86.59,Credit Card
718006,688956,2022-05-28,2024-03-08,63.35,Wire Transfer
966500,270802,2022-12-29,2023-09-04,1086.51,Credit Card
150311,257842,2024-02-01,2024-07-17,883.86,Credit Card
214692,120503,2020-02-26,2022-10-26,1363.36,Credit Card
826928,548378,2023-04-10,2023-12-30,1608.62,PayPal
673454,696338,2023-11-01,2024-04-25,461.99,Wire Transfer
984106,830665,2022-04-14,2023-10-08,910.19,Credit Card
484863,228910,2023-10-07,2024-02-28,1730.79,Wire Transfer
998038,442323,2021-08-22,2022-02-08,1685.64,Wire Transfer
432186,246507,2023-11-07,2024-02-06,1377.72,PayPal
564954,543669,2024-07-27,2024-08-05,1225.09,Wire Transfer
106410,307082,2021-03-16,2022-07-20,1893.66,Wire Transfer
206447,158652,2022-02-20,2022-08-03,1978.85,Wire Transfer
828072,177321,2021-03-26,2022-06-07,63.88,PayPal
377558,223622,2021-07-10,2022-02-13,1822.23,Credit Card
666268,333909,2023-04-17,2023-06-18,990.16,PayPal
844470,447214,2020-01-23,2022-08-04,1852.37,Credit Card
343685,753221,2023-03-21,2024-04-04,945.32,Credit Card
101250,721872,2020-12-13,2021-05-07,1458.33,PayPal
150339,727002,2023-09-21,2024-08-03,1230.51,Wire Transfer
788174,972637,2022-02-05,2022-03-25,649.83,Credit Card
397199,787153,2021-01-15,2022-12-01,1889.18,Wire Transfer
621358,448874,2020-01-29,2022-06-30,464.8,PayPal
456203,917790,2019-09-07,2020-04-24,1761.76,PayPal
756371,877823,2024-01-17,2024-05-07,1575.74,Credit Card
981645,693042,2022-01-16,2024-07-03,1542.48,Credit Card
271490,682472,2024-02-03,2024-06-21,1724.91,Wire Transfer
990540,566409,2022-05-18,2023-03-06,1206.24,Wire Transfer
196851,857960,2023-10-16,2024-06-21,766.27,Wire Transfer
848912,987088,2019-11-12,2024-02-03,170.22,Credit Card
996882,178381,2024-04-01,2024-04-29,86.1,Wire Transfer
682362,516873,2020-01-05,2020-08-09,444.51,PayPal
229279,782841,2021-04-10,2022-01-30,979.73,Credit Card
185449,908158,2024-04-23,2024-08-08,981.3,Credit Card
473517,331009,2024-04-21,2024-08-05,848.33,PayPal
554210,887117,2022-10-16,2023-02-27,1746.51,Wire Transfer
914197,822859,2020-12-06,2024-03-20,432.22,PayPal
323003,625277,2024-02-05,2024-07-17,1808.89,PayPal
426980,128152,2020-08-22,2024-04-19,1975.75,PayPal
904724,571045,2020-05-24,2023-01-26,1044.75,Credit Card
889317,389153,2020-11-25,2023-06-16,696.78,Wire Transfer
109637,508293,2021-10-25,2023-09-02,254.99,PayPal
966814,155536,2021-06-24,2023-10-10,1843.58,Wire Transfer
638950,668637,2023-07-04,2024-06-25,1416.02,PayPal
933692,893106,2020-01-19,2020-12-14,535.11,Wire Transfer
719748,270841,2021-01-31,2021-04-20,1756.56,PayPal
354103,982218,2022-11-15,2024-08-01,772.32,Wire Transfer
156847,212664,2023-12-27,2024-07-26,943.13,PayPal
675357,172558,2020-02-01,2024-06-12,1855.21,PayPal
676924,625953,2022-03-01,2024-04-07,307.3,Credit Card
518211,387343,2020-07-30,2021-04-30,65.35,Wire Transfer
689517,627327,2021-02-17,2022-02-09,106.92,Wire Transfer
436915,487537,2024-06-18,2024-08-30,674.27,Wire Transfer
911143,517333,2023-08-19,2024-04-22,534.51,Wire Transfer
250907,747980,2020-03-07,2021-07-17,1462.15,PayPal
320946,183917,2022-02-12,2024-07-31,1730.23,PayPal
153561,666880,2021-03-07,2023-01-11,1266.82,Credit Card
415915,844819,2022-04-28,2023-07-31,725.93,Credit Card
775080,267487,2021-06-03,2022-04-08,1011.97,Wire Transfer
999952,229336,2023-03-18,2023-07-19,58.6,Credit Card
362416,410538,2019-11-06,2021-11-02,1070.71,PayPal
437258,763114,2024-04-26,2024-06-25,1016.1,Credit Card
562747,582816,2020-11-18,2023-02-03,1363.6,PayPal
918183,962719,2019-10-06,2020-05-20,525.21,Wire Transfer
809845,897281,2022-01-03,2023-10-12,267.97,Wire Transfer
209868,649661,2021-03-20,2021-10-23,1967.72,Wire Transfer
796256,863078,2024-04-05,2024-08-10,1603.74,PayPal
553995,454761,2020-12-22,2021-12-19,761.56,Wire Transfer
850258,831302,2023-06-23,2024-03-04,1623.02,PayPal
515542,636370,2021-12-31,2022-01-25,879.39,Wire Transfer
761174,847145,2019-09-17,2023-11-03,586.11,PayPal
383608,505357,2020-10-10,2021-06-15,1188.74,PayPal
468773,477060,2023-07-18,2024-04-23,771.2,Wire Transfer
224121,805103,2021-07-05,2024-04-25,816.31,PayPal
298569,272195,2023-09-17,2024-07-14,1372.93,Wire Transfer
655867,395479,2020-04-28,2023-11-08,657.49,Wire Transfer
475169,349815,2022-11-02,2023-01-30,961.76,PayPal
394958,624002,2020-04-18,2022-07-22,1944.84,PayPal
601607,332304,2023-01-31,2023-08-18,1446.49,PayPal
412707,916571,2024-05-24,2024-08-01,457.99,Credit Card
939475,862555,2022-07-14,2024-05-02,290.64,Credit Card
465089,293079,2024-07-12,2024-08-27,432.69,PayPal
446902,765164,2023-11-14,2024-04-22,1800.03,Wire Transfer
700866,593529,2020-03-31,2020-11-28,461.9,Wire Transfer
310455,612576,2023-11-28,2024-03-03,803.18,Credit Card
137731,655290,2020-10-25,2022-08-25,732.25,Wire Transfer
525378,379235,2023-07-08,2024-03-19,859.08,Credit Card
724829,537797,2019-11-23,2023-03-03,1789.45,Wire Transfer
204754,517854,2020-07-28,2023-06-21,1578.45,Wire Transfer
284904,854349,2020-08-29,2024-08-07,1959.23,Credit Card
110189,478051,2024-02-07,2024-04-14,285.69,Credit Card
938236,787655,2023-09-11,2024-07-20,788.3,Wire Transfer
370254,566561,2021-05-16,2023-09-27,1489.65,PayPal
376731,115760,2021-06-15,2022-04-13,274.25,Wire Transfer
745312,605947,2021-09-21,2022-06-22,1168.64,Credit Card
811225,871443,2023-07-14,2024-03-04,1566.56,Credit Card
369726,978811,2024-01-28,2024-05-11,926.71,Credit Card
521746,434490,2021-04-30,2022-02-22,361.33,Wire Transfer
380822,892760,2023-05-10,2023-09-25,399.45,PayPal
415478,237505,2021-09-27,2024-05-13,483.02,Wire Transfer
471895,471675,2022-01-08,2022-11-13,553.24,Credit Card
803859,120606,2020-04-30,2022-05-03,232.71,PayPal
342470,117775,2023-02-18,2023-06-15,1388.41,Wire Transfer
992603,918472,2023-01-06,2024-09-04,758.3,Credit Card
232762,608671,2023-03-13,2024-01-08,1458.97,Credit Card
902350,340803,2021-02-17,2022-07-14,1425.41,PayPal
972562,192992,2023-07-24,2024-03-24,836.91,PayPal
529623,843197,2022-05-14,2023-09-29,348.66,PayPal
315013,132372,2024-02-22,2024-07-11,1756.72,Credit Card
836535,697900,2023-03-08,2024-01-28,1769.68,PayPal
211053,990542,2019-11-13,2019-12-16,29.43,Wire Transfer
970873,192489,2021-04-06,2024-06-09,1425.67,Credit Card
554949,613936,2023-12-21,2024-04-22,288.3,PayPal
777175,740776,2021-07-14,2021-08-09,356.32,Wire Transfer
270064,921637,2020-12-15,2023-03-10,104.03,Credit Card
408730,215323,2022-01-24,2023-12-08,373.45,Wire Transfer
366293,434369,2022-01-30,2023-12-17,610.7,Credit Card
871120,442813,2023-12-14,2024-03-27,1767.65,PayPal
886288,263298,2021-11-01,2024-01-13,1972.17,Wire Transfer
414767,444707,2023-10-11,2023-11-06,1238.75,Credit Card
366167,822040,2024-06-22,2024-08-07,455.29,PayPal
571769,476041,2021-07-20,2024-04-15,656.79,Credit Card
317291,966156,2021-09-24,2024-08-29,181.47,PayPal
107830,876956,2024-03-12,2024-07-18,114.71,PayPal
573393,235571,2019-12-08,2023-06-14,427.1,Credit Card
373284,985265,2020-03-02,2020-07-23,1668.71,PayPal
353062,689992,2019-11-11,2019-11-11,99.08,PayPal
904910,490348,2020-09-19,2022-10-03,984.16,Wire Transfer
563353,130180,2021-10-01,2021-10-12,697.01,PayPal
446843,467212,2020-07-08,2022-03-17,524.42,Wire Transfer
813291,692062,2023-12-14,2024-05-05,278.25,Credit Card
184479,589995,2022-09-05,2023-03-27,940.8,PayPal
420555,530866,2022-07-09,2023-02-25,897.14,Wire Transfer
645443,580279,2020-04-23,2021-10-28,1666.32,Credit Card
504513,685665,2021-09-21,2024-06-06,1025.15,Wire Transfer
869772,751294,2022-04-18,2022-10-30,1640.37,Wire Transfer
490811,728920,2021-10-08,2023-12-05,1437.92,PayPal
289825,600637,2019-11-13,2020-06-27,500.69,PayPal
997574,978880,2020-09-16,2024-04-13,1288.52,Credit Card
216430,753963,2024-05-26,2024-07-12,182.92,Credit Card
745171,227758,2024-08-07,2024-09-01,935.26,PayPal
437195,222491,2020-02-20,2022-11-13,1745.15,PayPal
840775,809183,2022-02-17,2023-08-12,368.2,Credit Card
204535,404781,2022-08-21,2023-09-22,1327.63,Credit Card
868642,454440,2023-06-08,2024-03-28,1373.25,Wire Transfer
545059,208592,2020-08-03,2021-09-24,1672.13,Credit Card
498329,776726,2021-05-26,2022-06-12,34.23,PayPal
999342,847973,2022-02-16,2024-06-06,460.26,Credit Card
869816,720005,2021-07-25,2022-01-29,1611.29,Credit Card
558134,624033,2022-08-08,2024-03-04,1250.24,Wire Transfer
618800,488823,2019-12-25,2023-08-11,1602.55,Credit Card
160236,358527,2024-01-11,2024-02-27,185.17,Credit Card
586305,919686,2021-10-01,2021-12-22,195.98,Wire Transfer
915931,306583,2020-01-12,2022-08-25,164.13,PayPal
686381,289880,2024-02-11,2024-07-20,1160.14,Wire Transfer
513060,428048,2022-07-06,2023-02-11,850.33,Credit Card
509041,906819,2022-03-30,2023-01-21,1222.01,Credit Card
841812,795839,2022-09-22,2022-11-30,419.18,Wire Transfer
607175,361223,2024-02-15,2024-03-14,1717.87,PayPal
475206,923445,2020-03-29,2020-05-15,922.49,PayPal
490147,413449,2019-08-23,2023-10-12,567.5,PayPal
657405,499380,2019-09-18,2023-08-13,1194.22,PayPal
711709,100932,2024-05-10,2024-07-25,986.04,Wire Transfer
536818,111092,2024-05-18,2024-06-11,1450.95,Credit Card
669182,500131,2022-07-04,2023-11-01,510.93,PayPal
429078,757918,2023-08-16,2023-09-27,1101.42,PayPal
717106,880132,2019-10-04,2022-04-15,1569.82,Wire Transfer
709157,830358,2024-06-21,2024-08-04,1437.7,Credit Card
717343,628733,2023-05-08,2024-08-15,1239.86,Wire Transfer
184461,265800,2021-10-26,2022-09-19,596.73,Wire Transfer
898636,632426,2023-10-13,2023-11-05,1573.54,Wire Transfer
926942,209173,2020-04-04,2024-01-04,1812.63,Wire Transfer
944480,120654,2021-03-23,2023-07-24,272.16,Wire Transfer
622084,483838,2021-07-02,2022-08-29,1559.74,PayPal
835518,542873,2022-07-04,2024-04-01,184.09,Wire Transfer
804897,900980,2024-02-09,2024-08-13,231.77,Wire Transfer
894122,817882,2022-02-16,2023-03-13,993.72,Wire Transfer
103837,412970,2022-04-06,2023-07-17,1875.79,Credit Card
258994,136798,2020-11-16,2024-07-30,707.74,Wire Transfer
194502,520322,2022-04-21,2023-12-20,1073.12,Wire Transfer
354720,956137,2023-04-02,2024-05-05,1503.53,Wire Transfer
160954,589762,2020-05-03,2022-07-27,1372.15,Credit Card
921776,636916,2023-05-06,2023-06-27,1795.63,Wire Transfer
329981,270057,2023-01-20,2024-05-15,945.96,PayPal
394657,293409,2020-02-22,2022-07-13,1359.75,Credit Card
866703,458494,2019-10-11,2020-11-17,1226.87,PayPal
888856,959124,2023-11-21,2024-07-21,1813.18,Wire Transfer
706894,721646,2022-04-28,2023-08-12,701.64,PayPal
730772,884850,2021-01-28,2024-04-20,1225.66,Wire Transfer
584496,529243,2019-09-13,2022-02-06,1963.21,Credit Card
693993,677017,2024-07-21,2024-09-01,547.64,Credit Card
240517,147190,2020-10-23,2024-03-15,1739.2,Credit Card
717905,629889,2022-07-01,2023-03-30,1477.73,Wire Transfer
518200,854447,2021-04-01,2022-08-22,1481.23,Credit Card
722564,654699,2022-05-01,2023-09-05,175.84,Credit Card
353864,181077,2022-10-12,2023-05-01,1232.78,Wire Transfer
122011,288197,2020-02-08,2021-09-07,314.35,Credit Card
603040,370657,2024-06-21,2024-08-04,1359.7,PayPal
964692,324075,2021-01-25,2021-12-26,1469.08,PayPal
781784,310104,2024-08-04,2024-08-08,521.8,PayPal
643271,770634,2021-12-30,2023-12-04,1852.27,Wire Transfer
350309,819845,2022-12-02,2024-07-26,417.85,Wire Transfer
166937,251222,2023-07-26,2024-07-10,1089.64,PayPal
454096,397161,2021-09-07,2022-04-30,274.17,PayPal
212149,783104,2021-01-14,2021-12-25,1229.12,PayPal
297846,586336,2021-06-19,2021-12-25,1260.15,Wire Transfer
848579,910743,2023-03-07,2023-11-07,178.69,Wire Transfer
230883,345455,2019-11-24,2023-05-11,755.88,Wire Transfer
921864,817148,2022-03-08,2022-05-23,1967.73,PayPal
140562,860434,2022-11-16,2023-03-25,1544.83,Credit Card
916355,821494,2020-03-08,2022-12-25,1695.08,PayPal
929477,649372,2020-07-27,2021-02-27,946.29,Wire Transfer
553234,728161,2023-12-18,2024-05-30,135.62,Wire Transfer
824506,613328,2019-09-26,2023-12-22,812.37,PayPal
569143,133076,2020-06-13,2022-02-12,1490.34,Credit Card
325278,613331,2023-05-16,2023-12-05,1441.34,Wire Transfer
694799,783160,2022-10-15,2023-04-06,1257.78,Credit Card
981269,455072,2020-08-17,2021-05-30,958.03,Wire Transfer
632808,499848,2020-12-21,2023-07-05,1367.27,Wire Transfer
529130,457919,2020-08-27,2021-12-22,63.86,Credit Card
987445,537827,2021-11-15,2024-04-07,611.88,Credit Card
906004,645433,2022-10-19,2024-03-15,1616.9,Credit Card
614083,898041,2019-08-17,2021-04-23,278.03,Credit Card
113331,331801,2023-10-03,2024-06-11,1150.02,Credit Card
382188,251478,2019-09-11,2024-01-27,1480.26,PayPal
288020,318843,2020-05-04,2023-11-05,671.53,PayPal
349778,576920,2023-07-19,2024-07-29,78.03,Wire Transfer
959473,745091,2022-02-17,2023-12-08,1144.64,PayPal
376655,388807,2019-08-25,2024-01-27,1425.58,Credit Card
328854,411993,2022-12-13,2023-04-14,976.77,PayPal
392080,301500,2021-05-28,2024-06-09,1916.07,PayPal
533107,201315,2022-02-20,2022-08-11,1918.86,Credit Card
663707,739644,2022-06-14,2024-05-22,1688.06,PayPal
163552,264668,2023-09-27,2024-06-14,564.33,Wire Transfer
897616,420235,2024-08-03,2024-08-09,1728.83,Wire Transfer
461240,836862,2024-02-06,2024-02-23,426.29,PayPal
712388,279677,2023-04-17,2023-12-23,448.57,Wire Transfer
753238,903577,2024-03-26,2024-05-12,1324.71,Credit Card
385688,210210,2020-12-24,2021-05-14,1192.77,Credit Card
659930,617059,2021-01-05,2021-12-22,1000.75,PayPal
480669,680204,2021-11-25,2022-01-26,851.27,Credit Card
496814,404244,2021-05-03,2021-09-19,1115.48,PayPal
861249,834436,2024-06-21,2024-07-01,126.51,Wire Transfer
218096,232161,2019-11-12,2020-02-14,1716.93,Wire Transfer
415688,832893,2023-04-22,2024-02-28,429.48,Credit Card
396597,693147,2021-10-19,2022-12-12,1854.67,PayPal
709986,820203,2021-08-15,2022-08-07,1809.0,Wire Transfer
695126,991044,2020-04-01,2023-10-18,1764.84,Wire Transfer
784489,998895,2020-04-19,2021-07-02,1405.25,Credit Card
587468,914230,2022-07-31,2023-10-07,337.42,Wire Transfer
897155,291635,2022-01-04,2022-10-23,1960.51,Credit Card
372068,744057,2022-05-03,2024-08-14,262.97,PayPal
120823,520726,2020-03-02,2024-03-01,1340.51,PayPal
892492,352366,2020-02-06,2022-07-28,849.18,Wire Transfer
865370,319353,2021-04-04,2023-05-23,1601.0,PayPal
905580,814810,2024-01-18,2024-08-28,1820.23,PayPal
923983,814399,2022-07-02,2024-08-10,1332.44,Wire Transfer
382532,890335,2023-10-27,2024-08-08,379.28,Wire Transfer
466428,389406,2021-10-02,2022-09-24,1118.65,Credit Card
501792,117162,2019-10-22,2023-04-09,1551.11,Credit Card
312826,210077,2024-03-24,2024-03-24,1274.15,Credit Card
231933,865984,2020-01-25,2024-07-29,1771.18,PayPal
749933,486166,2022-02-05,2023-09-10,332.58,PayPal
828550,103632,2023-10-09,2024-08-18,584.32,PayPal
877158,748257,2023-05-01,2024-01-20,842.67,PayPal
159524,425356,2020-04-25,2021-09-28,1264.42,Credit Card
477560,852079,2020-04-21,2023-07-27,1702.89,Credit Card
909409,648227,2020-07-26,2023-02-21,972.97,Credit Card
687458,190636,2021-09-28,2024-06-30,1873.49,PayPal
420924,505885,2022-10-14,2022-10-28,1071.25,Credit Card
219943,760667,2022-01-14,2023-05-08,1516.45,Wire Transfer
514128,201648,2020-01-05,2020-05-25,287.04,Wire Transfer
205874,852109,2020-06-04,2021-06-16,958.32,Credit Card
246915,891515,2023-01-25,2024-08-01,1744.07,PayPal
161465,329169,2024-01-14,2024-03-11,779.36,PayPal
166903,253452,2020-01-07,2021-04-26,1823.29,PayPal
837006,794119,2021-03-11,2024-09-11,538.85,PayPal
531799,764786,2019-10-17,2020-08-02,510.58,Credit Card
548623,921621,2020-10-27,2023-09-23,339.3,Credit Card
218717,936893,2023-03-05,2023-10-09,1399.46,PayPal
736378,853280,2022-02-08,2022-07-05,141.17,Wire Transfer
685596,352375,2023-01-08,2023-07-13,308.76,Credit Card
285266,607734,2023-08-14,2023-12-05,1654.12,Wire Transfer
923841,216792,2020-12-24,2023-07-25,920.02,Credit Card
465662,209395,2020-06-22,2024-03-09,261.23,PayPal
414616,415104,2020-04-11,2021-11-07,133.86,PayPal
524878,588571,2019-08-20,2024-08-14,1725.58,PayPal
791148,608196,2023-12-17,2024-06-26,1427.71,Credit Card
780310,896396,2023-10-29,2023-11-26,1912.19,Wire Transfer
902939,991390,2021-11-10,2023-02-20,1402.15,Credit Card
827345,965275,2020-12-07,2022-05-02,894.67,Credit Card
757648,113303,2021-04-22,2024-04-29,1985.11,Wire Transfer
955077,680341,2023-10-15,2024-06-19,1440.58,Wire Transfer
640836,811014,2023-01-07,2024-04-28,1473.52,PayPal
979917,869329,2022-07-22,2022-10-15,618.45,PayPal
692861,954466,2020-03-30,2022-07-04,1351.98,Wire Transfer
856951,846514,2019-12-16,2024-05-09,1585.33,PayPal
718876,457191,2024-08-08,2024-08-25,30.16,Credit Card
491891,816585,2023-10-04,2023-12-13,687.78,Wire Transfer
563041,686441,2019-09-21,2021-05-14,1843.29,Wire Transfer
454309,433599,2021-11-09,2024-08-24,698.81,Wire Transfer
681978,113228,2021-05-26,2023-01-09,1874.48,PayPal
773562,846892,2021-12-25,2024-05-27,907.99,PayPal
599286,515038,2022-08-21,2022-12-21,290.29,Credit Card
917952,670326,2024-07-31,2024-09-08,893.85,Wire Transfer
714303,187951,2022-05-29,2023-09-22,1465.82,Credit Card
740154,277670,2024-04-04,2024-08-22,1322.53,Credit Card
640178,993606,2023-10-26,2023-12-15,1967.03,PayPal
603985,929174,2024-07-26,2024-08-22,413.02,PayPal
737476,377871,2021-06-22,2024-08-27,293.68,Credit Card
171121,490263,2022-11-09,2024-02-05,113.8,Wire Transfer
905384,679756,2024-05-20,2024-06-11,811.56,PayPal
852144,542758,2022-12-06,2023-07-23,408.16,Credit Card
116610,296834,2022-03-08,2024-07-27,1604.3,PayPal
492826,256721,2022-04-18,2023-02-03,861.77,Credit Card
612535,551844,2021-01-19,2022-11-07,72.89,Credit Card
408810,607918,2020-05-08,2020-09-12,168.51,Credit Card
244135,599838,2023-04-21,2024-05-30,1770.88,Credit Card
695452,889881,2022-05-04,2023-02-01,1435.33,Wire Transfer
450088,388794,2019-10-10,2021-03-16,235.11,PayPal
627854,749585,2023-04-06,2023-07-12,1492.61,Wire Transfer
771803,750297,2023-09-24,2024-04-04,933.65,Wire Transfer
621350,928831,2021-01-05,2022-02-28,1304.28,Credit Card
346480,937038,2020-07-23,2022-02-16,1054.51,Wire Transfer
329541,622661,2019-12-06,2020-01-11,1800.47,Wire Transfer
478087,135681,2019-12-23,2023-10-12,1076.5,Wire Transfer
916241,344392,2023-03-22,2023-06-29,390.3,Credit Card
866080,263973,2021-03-02,2023-06-02,1831.77,Wire Transfer
612662,408865,2023-08-29,2023-09-27,1711.96,PayPal
941219,719406,2021-02-21,2023-07-12,1097.0,Wire Transfer
295101,499159,2021-05-17,2021-11-08,626.28,PayPal
788514,566660,2024-03-28,2024-05-28,561.81,PayPal
899576,426765,2020-04-16,2023-11-01,93.62,Wire Transfer
263508,960406,2024-07-19,2024-07-22,404.93,PayPal
423768,434246,2020-05-16,2020-09-13,359.51,PayPal
228473,229377,2019-11-12,2023-07-14,199.71,Wire Transfer
901501,567294,2023-05-09,2023-12-21,1706.34,PayPal
143514,767883,2021-02-04,2024-01-16,1277.8,PayPal
497109,223562,2023-07-23,2024-02-09,180.73,PayPal
527366,176186,2019-09-02,2024-03-15,1288.83,Wire Transfer
808218,143941,2023-06-20,2024-07-15,1263.92,Credit Card
282744,817585,2022-11-06,2023-06-11,282.22,Credit Card
134182,776250,2021-10-17,2022-02-15,995.25,Credit Card
839146,792477,2020-08-10,2023-01-03,1558.02,Credit Card
963251,136196,2021-03-24,2021-07-03,910.89,PayPal
144777,334985,2019-10-29,2020-08-17,309.77,Wire Transfer
764727,570191,2021-01-13,2021-06-30,1791.24,Credit Card
231859,683998,2020-07-18,2020-10-28,1956.78,PayPal
288634,336562,2020-07-19,2022-06-15,1229.69,Wire Transfer
500026,674141,2022-05-10,2024-03-17,1701.99,Credit Card
896888,664361,2020-09-26,2023-05-04,350.45,Wire Transfer
325362,297347,2023-01-27,2024-02-17,438.99,PayPal
165836,261867,2022-03-13,2023-11-28,570.1,PayPal
324484,919362,2020-04-24,2024-06-13,823.26,Credit Card
172934,682468,2024-07-22,2024-08-24,355.88,PayPal
579618,831382,2021-07-10,2024-05-21,608.49,PayPal
359376,710452,2021-01-17,2022-10-13,405.4,Wire Transfer
409960,915916,2022-03-10,2023-08-08,1059.46,Credit Card
587171,597602,2023-08-21,2024-03-02,1203.12,Credit Card
106777,917203,2021-02-05,2022-08-30,761.49,Credit Card
154512,727629,2021-01-17,2023-05-26,1101.38,Credit Card
861386,593521,2019-12-10,2021-11-14,266.21,Credit Card
545650,182760,2021-03-29,2022-08-20,1435.93,Wire Transfer
893811,769432,2021-10-03,2021-11-12,564.03,PayPal
213231,637236,2019-10-21,2020-07-08,135.59,Wire Transfer
280474,750092,2024-04-14,2024-05-01,1516.07,PayPal
429579,832911,2021-11-22,2022-06-17,1802.76,Credit Card
426436,124115,2023-08-27,2024-05-02,270.41,Credit Card
708980,507183,2019-11-18,2020-05-22,670.03,Credit Card
453612,112836,2022-02-18,2023-02-11,1993.77,Wire Transfer
419120,743567,2024-08-12,2024-08-13,775.87,Credit Card
829789,281177,2021-05-15,2024-04-06,1525.98,Credit Card
